#program n time_seconds max_memory_kbytes
colocations-hs      60000               9.45    1433872     
colocations-hs      60000               9.44    1433872     
colocations-hs      60000               9.43    1433872     
colocations-hs      60000               9.49    1433872     
colocations-hs      60000               9.42    1433856     
colocations-hs      60000               9.47    1433872     
colocations-hs      60000               9.48    1433872     
colocations-hs      60000               9.45    1433872     
colocations-hs      60000               9.49    1433888     
colocations-hs      60000               9.44    1433872     
colocations-hs      60000               9.45    1433872     
colocations-hs      60000               9.42    1433872     
colocations-hs      60000               9.53    1433872     
colocations-hs      60000               9.42    1433872     
colocations-hs      60000               9.42    1433872     
colocations-hs      60000               9.44    1433872     
colocations-hs      60000               9.44    1433872     
colocations-hs      60000               9.45    1433872     
colocations-hs      60000               9.50    1433872     
colocations-hs      60000               9.46    1433872     
colocations-hs      60000               9.47    1433872     
colocations-hs      60000               9.45    1433872     
colocations-hs      60000               9.50    1433872     
colocations-hs      60000               9.49    1433888     
colocations-hs      60000               9.47    1433872     
colocations-hs      60000               9.46    1433872     
colocations-hs      60000               9.46    1433872     
colocations-hs      60000               9.45    1433872     
colocations-hs      60000               9.52    1433888     
colocations-hs      70000               11.05    1777744    
colocations-hs      70000               11.07    1777728    
colocations-hs      70000               11.01    1777728    
colocations-hs      70000               11.03    1777744    
colocations-hs      70000               11.14    1777728    
colocations-hs      70000               11.04    1777744    
colocations-hs      70000               11.00    1777760    
colocations-hs      70000               11.02    1777744    
colocations-hs      70000               10.97    1777712    
colocations-hs      70000               11.00    1777728    
colocations-hs      70000               10.99    1777760    
colocations-hs      70000               11.04    1777760    
colocations-hs      70000               11.02    1777744    
colocations-hs      70000               11.06    1777744    
colocations-hs      70000               11.03    1667488    
colocations-hs      70000               11.02    1777744    
colocations-hs      70000               11.01    1667488    
colocations-hs      70000               11.00    1777728    
colocations-hs      70000               11.08    1777728    
colocations-hs      70000               11.10    1777744    
colocations-hs      70000               11.01    1777744    
colocations-hs      70000               11.08    1777760    
colocations-hs      70000               11.01    1777744    
colocations-hs      70000               11.04    1777744    
colocations-hs      70000               11.08    1777744    
colocations-hs      70000               11.09    1777728    
colocations-hs      70000               11.07    1777744    
colocations-hs      70000               11.08    1777712    
colocations-hs      70000               11.10    1777712    
colocations-hs      70000               11.02    1777728    
colocations-hs      80000               12.72    1859168    
colocations-hs      80000               12.76    1859152    
colocations-hs      80000               12.70    1859184    
colocations-hs      80000               12.81    1859152    
colocations-hs      80000               12.80    1859168    
colocations-hs      80000               12.81    1859168    
colocations-hs      80000               12.73    1859168    
colocations-hs      80000               12.78    1859168    
colocations-hs      80000               12.78    1859168    
colocations-hs      80000               12.73    1859168    
colocations-hs      80000               12.77    1859152    
colocations-hs      80000               12.79    1859168    
colocations-hs      80000               12.80    1859168    
colocations-hs      80000               12.76    1859168    
colocations-hs      80000               12.81    1859168    
colocations-hs      80000               12.80    1859168    
colocations-hs      80000               12.79    1859168    
colocations-hs      80000               12.82    1859168    
colocations-hs      80000               12.70    1859168    
colocations-hs      80000               12.75    1859184    
colocations-hs      80000               12.74    1859168    
colocations-hs      80000               12.71    1859168    
colocations-hs      80000               12.77    1859168    
colocations-hs      80000               12.78    1859168    
colocations-hs      80000               12.76    1859184    
colocations-hs      80000               12.75    1859168    
colocations-hs      80000               12.81    1859168    
colocations-hs      80000               12.72    1859168    
colocations-hs      80000               12.79    1859168    
colocations-hs      80000               12.73    1859168    
colocations-hs      90000               13.83    1995680    
