Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/1           std::__detail::_Equality_base<std::_Select1st<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, true, std::_Hashtable<std::string, std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, std::_Select1st<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true> >::_Equality_base() [619]
                0.00    0.00       1/1           std::allocator<std::__detail::_Hash_node<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, false> >::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >(std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > > const&) [608]
                0.00    0.00       1/29994       std::__detail::_Prime_rehash_policy::_Prime_rehash_policy(float) [406]
                0.00    0.00       1/10          std::_Hashtable<std::string, std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, std::_Select1st<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_buckets(unsigned long) [590]
-----------------------------------------------
                0.00    0.00       1/1           documentCounts(std::vector<std::string, std::allocator<std::string> >&, std::vector<CountPair, std::allocator<CountPair> >&) [2]
[250]    0.0    0.00    0.00       1         std::unordered_map<std::string, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > >, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > > >::unordered_map(unsigned long, std::hash<std::string> const&, std::equal_to<std::string> const&, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > > const&) [250]
                0.00    0.00       1/1           std::__unordered_map<std::string, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > >, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, false>::__unordered_map(unsigned long, std::hash<std::string> const&, std::equal_to<std::string> const&, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > > const&) [251]
-----------------------------------------------
                0.00    0.00       1/1           std::unordered_map<std::string, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > >, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > > >::unordered_map(unsigned long, std::hash<std::string> const&, std::equal_to<std::string> const&, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > > const&) [250]
[251]    0.0    0.00    0.00       1         std::__unordered_map<std::string, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > >, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, false>::__unordered_map(unsigned long, std::hash<std::string> const&, std::equal_to<std::string> const&, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > > const&) [251]
                0.00    0.00       1/1           std::_Hashtable<std::string, std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, std::_Select1st<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_Hashtable(unsigned long, std::hash<std::string> const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&, std::equal_to<std::string> const&, std::_Select1st<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > > const&, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > > const&) [249]
-----------------------------------------------
                0.00    0.00       2/2           void std::__insertion_sort<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >) [248]
[252]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > std::move_backward<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >) [252]
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > std::__copy_move_backward_a2<true, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >) [253]
                0.00    0.00       4/4           std::_Miter_base<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >) [596]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > std::move_backward<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >) [252]
[253]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > std::__copy_move_backward_a2<true, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >) [253]
                0.00    0.00       6/6           std::_Niter_base<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >) [255]
                0.00    0.00       2/2           CountPair* std::__copy_move_backward_a<true, CountPair*, CountPair*>(CountPair*, CountPair*, CountPair*) [257]
                0.00    0.00       2/123957      __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >::__normal_iterator(CountPair* const&) [329]
