#n time_ratio_hs_to_cpp memory_ratio_hs_to_cpp
10000 3.299485 3.457003
20000 3.446455 3.593175
30000 3.519922 3.584415
40000 3.452289 3.939243
50000 3.532501 4.295112
60000 3.521027 4.221664
70000 3.450984 3.748823
80000 3.501600 3.660383
90000 3.487910 3.755148
100000 3.452103 3.818160
